text,sentiment
i`ve burnt collerbone arm face! aww!,positive
type fast good. craving pizza 2+ wks. gah hate job want pizza! lmaoz me?!,neutral
go rove go mcmanus` adam cool tho,neutral
yeah i`m jus glad thunder stopped .,positive
boring account stuff,negative
lot noisy peep outside,negative
got bouquet flower mom hehehe sweet ),positive
going get new roomie today,neutral
"twitter upload icon picture hate me. eff this, i`ll upload later",negative
happy mother`s day! love mama,positive
wish going internet week,positive
first puppy gone 2 new home.,neutral
i`m still waiting find stand - hoping it`s think since .,neutral
anyone want really awesome buy one birthday?,neutral
work tonight get paycheck!,neutral
"oh believe you... sooo think belongs elsewhere, say dont think so...",positive
goodnight;,positive
finding song idea cover actually indeed .... thinking awesome make day.,positive
going jack`s tribute match today,neutral
yessssssir!!,neutral
u think could call u tnite?,neutral
"_127 good morning one m,ore day yay!",positive
cause stupid people dont phone tummy herts,negative
going second morning day... sleeping 3-4 hour,neutral
wish playing prom,positive
awesome saw thursday night. great. 100% perfect casting.,positive
early actually going back little rest ..... talk little later ....,neutral
really job title,neutral
harley quinn cstm hehehehe going prom buaa,neutral
walking back 2 wk. beautiful day. 2 njoy b4 rain,positive
"monday blues? today, me.",neutral
_ luv true,positive
": hi, there! i`m sorry telling let`s meet up! _meirizka too. promised treat us! xd",neutral
welcomeee backkkkk,neutral
work time....,neutral
thinking 53 day thing get work. ahhh dont want go,negative
"pretty sure laptop died 100%. hp dv2000, wireless problem constantly, ton heat, won`t start now. fried circuit?",negative
say goodmorning.,neutral
"- say 'mystery science theatre 3000', mean anything you?",neutral
'how like apples' movie rio bravo. good hunting make lot sense now.,neutral
decided help make first solo album,positive
tired want play random song gitwar drama essay.,negative
accounting class ; detention,neutral
"recorded sent people, obviously meant get there. didn`t, feel bad.",negative
"got virgin yet... sure can, tbh ... thanks anyway!",positive
baffle much radio shack isn`t radio shack grew,negative
**** i`m pa 400 updates! haha! tweet tweet tweet!!!!!!,neutral
"know, right?!? lead foot",positive
happy mother day. take ur mother special place.,positive
curious case benjamin button!!!!! i`m excited **** movie,positive
can`t any.,neutral
"waking again, time hot cup coffee",neutral
*hug*,positive
"forgot put work clothes dryer also, love new slippers!",positive
happy mother day! hope tom got something special! enjoy day! xo,positive
thanks hon. went away came back.,positive
"try best writing five year behind heh, happens",positive
adventure say least. i`ve nicer part norf london stick south today,neutral
bro. martin!! need repent!! pam said going get meet last wknd...,negative
"hate reminded weak eye overdid reading today, they`re sore ****. going rest. -sigh-",negative
husband loosing goverment job due downsizing-he looking new job can`t find one small town,negative
hellooo!!! you?? gosh miss seeing around. thought last night amarula,negative
"added it, still awake?",neutral
happy mother day heidi klum,positive
caught herd somalions,neutral
that`s like - 3rd,neutral
me? read another ecology book two hours. good fun today,positive
22nd can`t get fast enough!,negative
really work yea kinda,neutral
sunburnt factor 30,negative
thing nola,neutral
cant choose one love song lv&tt;bt u like... read more:,positive
practically whole body burns... can`t bend make sudden movement arm,negative
i`ve always said pd wanted kitchen like yours...i wouldn`t know,neutral
want panic,neutral
sun florida..it`s rainy cloudy.,neutral
happy hour today,positive
wow panic disco en abbey road,neutral
- ok...i love it!! melika come make-up like next time go,positive
cursing ab`s wardrobe handles. one drew blood,negative
careless,negative
listened domination pantera grooveshark:,neutral
huge headache... don`t asprin work.,negative
can`t stay home mom already,neutral
im jealous! want go ny,negative
checkin twitter out!,neutral
chocolate...i can`t say,negative
hanging dan brian room last night,neutral
friend coming see nyc...but im stupid vaca stupid cayman island cnt go iloveyou<3,neutral
flo spell antidisestablishmentarianism top head. wait,neutral
omg sound right...** u better b grinning ** thx,neutral
aparantly it`s enjoy don`t quite know kent happy anywho!,neutral
"woke up, school today, free",positive
good enough!,negative
i`m bored : hope wlan go today!,negative
going downstairs coffee socialising wow... 4:16?.. give time french later,positive
step 1: photoshop expert,neutral
awww mish u ladie whats good?,positive
also concede first twitter grammar fail.,negative
_tennant yes! watching season 2 evening. wish could get bbc2,positive
week away 21 huh!? wanna sip - got `cha! shhh... won`t tell love you!,positive
maybe going movie later? ik ****,neutral
parking garage concrete pole 1 -- new odessey 0.,neutral
running annapolis half marathon weekend failed meet registeration deadline & completely filled,negative
perfect way end totally boring day? sleep. goodnight,neutral
hope today flow lot nice thing happen work come home happy,positive
i`m part generation unfortunately. really good though,neutral
**left 'again' title...whoops!,positive
fun without pasty <33,positive
"c nice, wouldn`t call fun",neutral
feeling really bad goofin` knowing really wasn`t meeting! dang i`m sorry! & big `ol mouth,negative
"sure, long said they`re from! glad like",positive
"_meir ohhhh ouch dude, got drunk last night didn`t get context. sorry dude.",negative
; another friday night cancel. probably movie ashley.,neutral
i`m gonna miss live comet action tomorrow! go take care cousin don`t access interwebz,positive
woo! twitter kind sucked without you.,negative
wtf?! tweet aren`t posting super excited weekend! <3jfg.,negative
facebook.com isint letting change profile picture,negative
would agree bacon cupcake... would rather drive 2 shop instead 2 office,neutral
"think tiger crumbling. surprising all, really ... lol ...",neutral
etsy handmade card weren`t good?,neutral
yep... b automatic u fall 4 someone person 2!or smthng like that... way sucks!,negative
horseback riding,neutral
playing pacman itouch! lol,neutral
reaaaallly bored,negative
thinking pay end.,neutral
convo start 12 hours... sitting 6500km away writing gi query,neutral
waaayyyy hungry! oh fyi work email blah!,negative
i`m really mad world today. today sucky day.,negative
almost got giant car accident 101,negative
": aww, sux! _x3: eeek airline charges!!! (****)",negative
getting axkit running ubuntu 8.04 making head explode.,negative
_sm know two category website? i`m trying remove one can`t.,neutral
i`ve late week watching jay leno. tonight last show he`ll move 10pm sure material bsame,neutral
counting minute go home,negative
love latest journals. finally joined twitter came say hi,positive
lol nice loved concert! aha u gonna post pic,positive
3000 ya friend ... type much,neutral
ok bye alex fun today,positive
hd full. need cleanup lot,neutral
twitt yesterday cause busy day i`ll back tomorrow btw sleep i`m like zombie mode @,negative
i`m glad,positive
"lol! considering recent debate dl, i`m touching bad boy thing. like logical ones.",neutral
thee mall,neutral
please short stakc competition,neutral
"boredddddddd, work tomorrow.. sunday. hate clark",negative
good rainy morning,positive
"thanks clicked :p well think something wrong, it`s still 0 visitor, 0%.. maybe need reinstall everything",neutral
soon hope... really need finish cloning project get done,positive
da time gtalk ! pls make follow count 600,neutral
wanna come!!! come u didn`t invite me!,neutral
hardware store guy told screw would impossible remove since head completely gone. get 2nd opinion,neutral
baltimore beat yankee,neutral
it`s gloomy outside,negative
good think that`s fault though - didn`t use buttermilk. recipe back flour.,negative
want let know im vfc matter happens yes need hug bad live delaware,negative
bracelet broke today too.,negative
"biggest headache right now, washed hair wif mum`s shampoo it`s gross like shampoo way better",neutral
weird subconscience. wonder dream next,negative
"cheeky one, nice",neutral
missed guy morning. i`m tacoma w/ kgw start day.,negative
less 99 day til warped tour.,neutral
lol cnt slow,negative
false alarm house,neutral
"i`m sorry you`re feeling bad, hope get better soon... know, plague doesn`t getcha.",negative
nobody early,neutral
". sun see ocean now..i almost ran squirrel driving home store, foggy! r you?",negative
idiot crashed bike. bike small dent buy new set pedal,negative
oh...ok...didn`t know that.,neutral
congrats!,positive
let know soon figure out... sorry mix up; supposed get work hour ago,negative
knocked sooo godamn funny. never get old 'you`re tupac. you`re biggie.' lol,positive
maybe tonight night pick again?,neutral
"second wife, what?",neutral
still waiting.,negative
see wolverine,neutral
lost ba115 enlisted class crs!! ( whyyyy. hindi naman conflict whatever. ang labo ng cr grabe. t.t,neutral
i`m sorry,negative
wishing mother happy mother`s day,positive
u ur dad losing mentaly dosent remeber,neutral
ever barre chord???,neutral
"i`m going excursion week, won`t twitting....",neutral
...you call school tell swine flu day,neutral
go malibu find beach!,neutral
"quick answer, put bleach wash?? start middle.. don`t laugh @ me..",neutral
ahh closed,negative
find john mayer`s tweet mighty entertaining hearty laugh...so thanks john,positive
ok one hour im still waiting im losing patience,negative
